深度/m	杨氏模量/Gpa	泊松比	断裂韧性/MPa·m^0.5	水平应力差/Mpa	垂向应力差/Mpa
379.6	15	0.35	1.19	9.9	19.7
379.7	33	0.361	0.97	6.3	19.5
379.8	36	0.325	1.43	8.5	11.5
379.9	21	0.333	0.77	9.7	15.4
380.0	18	0.234	1.24	5.3	20.0
380.1	22	0.317	1.42	8.2	17.6
380.2	34	0.207	1.06	6.6	13.6
380.3	24	0.282	1.13	6.9	17.0
380.4	28	0.324	1.11	8.0	19.2
380.5	30	0.37	1.36	5.1	16.4
380.6	32	0.278	0.15	5.6	19.4
380.7	23	0.339	1.02	7.6	11.0
380.8	22	0.284	0.06	8.4	17.2
380.9	21	0.372	0.03	7.2	17.6
381.0	30	0.108	1.33	8.2	10.8
381.1	35	0.379	1.48	9.5	15.1
381.2	18	0.2	0.16	8.2	13.3
381.3	27	0.139	0.15	6.9	16.9
381.4	18	0.282	0.53	10.0	17.1
381.5	31	0.36	0.26	9.8	19.0
381.6	33	0.23	1.29	5.3	18.3
381.7	38	0.225	0.1	5.0	19.2
381.8	14	0.316	0.65	5.3	12.6
381.9	34	0.183	0.81	9.2	13.5
382.0	32	0.313	0.62	6.9	17.1
382.1	11	0.388	0.8	5.1	10.5
382.2	10	0.262	0.86	9.0	12.6
382.3	30	0.233	0.63	9.1	17.1
382.4	16	0.129	1.46	6.4	12.6
382.5	11	0.329	1.24	6.8	10.4
382.6	28	0.139	0.97	8.2	11.4
382.7	31	0.188	1.12	5.6	19.1
382.8	36	0.15	1.08	5.2	14.6
382.9	19	0.319	1.39	8.6	16.1
383.0	11	0.12	0.48	8.7	12.4
383.1	36	0.335	1.06	8.6	15.2
383.2	30	0.282	0.19	6.7	12.2
383.3	39	0.21	0.58	5.8	12.7
383.4	18	0.137	0.02	10.0	15.5
383.5	36	0.323	0.42	8.1	12.7
383.6	21	0.325	0.05	5.9	11.6
383.7	20	0.229	0.6	8.3	10.5
383.8	16	0.176	0.36	8.0	12.8
383.9	39	0.146	0.76	9.7	12.5
384.0	11	0.132	0.91	10.0	13.6
384.1	12	0.37	0.65	8.6	10.8
384.2	14	0.239	1.13	9.0	14.5
384.3	31	0.144	1.3	5.8	10.1
384.4	39	0.382	0.37	7.9	16.4
384.5	38	0.198	0.33	8.5	15.7
384.6	12	0.286	0.51	8.7	17.8
384.7	36	0.183	1.11	7.2	13.5
384.8	15	0.227	0.17	5.7	19.5
384.9	36	0.199	1.14	9.2	13.5
385.0	13	0.252	1.32	6.2	12.8
385.1	12	0.165	1.28	8.8	19.7
385.2	30	0.328	0.7	8.9	14.6
385.3	21	0.336	0.74	5.0	14.1
385.4	23	0.207	0.43	8.1	18.2
385.5	37	0.252	1.43	9.9	18.6
385.6	22	0.1	0.29	5.5	18.8
385.7	37	0.244	0.52	6.5	13.8
385.8	31	0.336	1.05	8.9	10.1
385.9	17	0.358	1.38	7.5	11.2
386.0	31	0.287	0.96	6.2	11.3
386.1	25	0.122	0.16	6.0	19.7
386.2	23	0.359	0.92	5.7	12.9
386.3	13	0.231	0.65	5.3	10.5
386.4	27	0.103	0.63	5.3	12.1
386.5	31	0.177	0.99	8.3	13.6
386.6	25	0.288	1.18	6.5	11.4
386.7	32	0.251	0.5	5.3	15.2
386.8	19	0.211	1.16	5.5	12.1
386.9	10	0.131	0.62	10.0	19.9
387.0	23	0.367	0.26	6.6	19.6
387.1	32	0.207	0.43	6.7	10.4
387.2	38	0.295	1.36	8.1	19.3
387.3	25	0.27	0.24	7.5	12.0
387.4	22	0.144	0.2	8.0	11.2
387.5	20	0.127	0.97	6.0	14.7
387.6	33	0.367	1.49	5.2	16.0
387.7	25	0.183	1.06	7.3	19.7
387.8	13	0.121	1.16	9.2	11.3
387.9	40	0.222	0.86	9.4	19.4
388.0	39	0.366	0.78	5.7	15.2
388.1	10	0.291	0.59	8.3	19.2
388.2	35	0.263	1.26	8.5	11.9
388.3	26	0.256	1.16	9.6	12.9
388.4	31	0.14	0.61	8.0	14.9
388.5	25	0.309	0.45	6.3	12.7
388.6	35	0.235	1.38	6.8	12.0
388.7	26	0.357	1.21	7.0	11.1
388.8	26	0.379	0.82	6.1	13.3
388.9	25	0.351	1.26	9.4	15.4
389.0	18	0.173	0.98	8.0	12.8
389.1	13	0.217	0.38	9.6	18.6
389.2	21	0.27	0.22	7.7	12.0
389.3	28	0.268	1.01	9.0	16.0
389.4	27	0.158	0.11	5.5	14.0
389.5	37	0.295	0.89	9.2	19.2
389.6	30	0.387	0.36	9.3	20.0
389.7	15	0.167	0.71	7.7	10.2
389.8	32	0.113	0.67	9.6	19.0
389.9	34	0.13	0.17	9.2	13.2
390.0	11	0.252	1.33	5.0	10.8
390.1	40	0.342	0.08	7.6	14.2
390.2	30	0.31	1.2	8.1	18.0
390.3	13	0.225	1.42	8.2	12.6
390.4	28	0.158	0.14	8.7	16.4
390.5	32	0.328	1.42	7.3	12.1
390.6	39	0.3	0.69	7.4	18.9
390.7	10	0.101	0.98	9.6	12.7
390.8	21	0.348	0.74	9.6	10.1
390.9	29	0.348	0.01	9.4	13.3
391.0	35	0.181	0.75	5.8	14.9
391.1	40	0.351	1.31	8.4	12.2
391.2	37	0.295	0.72	5.9	10.9
391.3	12	0.142	0.69	9.1	15.8
391.4	21	0.269	1.21	7.9	16.3
391.5	40	0.183	0.25	5.6	13.7
391.6	36	0.188	0.34	5.6	19.8
391.7	29	0.278	0.53	7.5	15.5
391.8	14	0.167	0.66	6.1	19.0
391.9	10	0.217	1.37	7.3	10.7
392.0	26	0.108	0.37	9.9	15.7
392.1	40	0.285	0.63	8.8	17.0
392.2	17	0.26	1.48	6.0	14.4
392.3	16	0.399	1.19	6.2	17.7
392.4	29	0.29	0.27	9.0	16.5
392.5	25	0.395	0.47	5.0	18.1
392.6	35	0.216	1.18	6.6	16.2
392.7	36	0.271	1.33	9.8	17.5
392.8	15	0.212	1.22	5.6	13.5
392.9	36	0.152	0.63	6.7	16.3
393.0	19	0.244	0.35	8.0	18.1
393.1	34	0.375	0.61	5.0	14.8
393.2	27	0.352	0.18	6.7	12.4
393.3	35	0.192	1.21	5.2	14.7
393.4	16	0.13	1.14	7.1	17.2
393.5	19	0.358	0.12	8.9	10.9
393.6	37	0.341	1.36	5.5	18.5
393.7	38	0.381	1.29	5.4	10.1
393.8	25	0.16	1.13	6.9	15.8
393.9	24	0.346	1.43	8.0	18.6
394.0	37	0.389	1.37	9.4	14.9
394.1	31	0.332	1.34	6.9	11.7
394.2	10	0.349	0.58	7.1	10.6
394.3	27	0.154	0.9	9.1	12.4
394.4	40	0.267	1.12	8.9	15.0
394.5	33	0.208	0.27	8.6	18.5
394.6	37	0.16	0.21	7.8	18.8
394.7	30	0.369	1.36	9.8	14.8
394.8	33	0.38	0.87	9.0	16.9
394.9	23	0.362	1.15	7.0	12.8
395.0	21	0.103	1.11	6.4	18.9
395.1	38	0.112	1.09	5.8	12.2
395.2	14	0.378	0.15	5.1	14.0
395.3	24	0.377	0.2	9.6	13.4
395.4	35	0.244	0.58	7.7	14.5
395.5	15	0.288	0.84	9.0	12.9
395.6	29	0.155	1.4	9.9	10.1
395.7	23	0.191	0.65	9.3	18.2
395.8	31	0.373	1.02	6.6	18.3
395.9	12	0.332	0.24	9.1	17.8
396.0	36	0.26	0.19	5.6	13.2
396.1	21	0.323	0.88	5.7	11.5
396.2	11	0.335	1.21	6.8	15.8
396.3	30	0.365	1.27	9.3	10.7
396.4	39	0.386	0.42	6.9	15.3
396.5	14	0.14	0.22	6.7	17.2
396.6	39	0.372	0.74	6.0	14.4
396.7	18	0.105	1.4	5.2	18.5
396.8	35	0.162	0.21	6.8	18.9
396.9	32	0.168	1.22	6.7	18.9
397.0	21	0.27	1.16	7.6	11.3
397.1	26	0.207	0.91	9.6	15.0
397.2	12	0.231	0.6	8.7	18.9
397.3	15	0.17	1.22	6.0	19.0
397.4	18	0.187	0.55	7.5	11.8
397.5	32	0.4	0.15	7.8	17.3
397.6	25	0.19	0.79	5.7	10.9
397.7	11	0.312	0.35	6.6	12.8
397.8	14	0.162	0.97	7.7	14.4
397.9	16	0.33	0.04	8.1	15.5
398.0	35	0.101	1.05	8.8	17.6
398.1	14	0.116	1.05	10.0	14.2
398.2	16	0.182	0.27	6.5	20.0
398.3	24	0.192	0.19	6.9	16.0
398.4	28	0.124	0.55	5.3	13.0
398.5	20	0.357	0.47	6.8	14.7
398.6	28	0.305	0.09	7.6	12.5
398.7	12	0.383	0.84	6.7	17.8
398.8	39	0.358	0.7	9.4	19.0
398.9	31	0.212	1.1	5.7	12.0
399.0	23	0.357	0.88	6.4	10.3
399.1	14	0.357	0.63	7.0	19.8
399.2	15	0.176	0.36	7.4	14.3
399.3	14	0.316	1.01	8.5	18.1
399.4	32	0.378	1.05	6.2	16.2
399.5	14	0.239	0.47	7.9	17.1
399.6	22	0.359	1.06	7.8	11.5
399.7	35	0.156	0.43	7.3	10.6
399.8	31	0.242	0.69	9.4	19.8
399.9	21	0.34	1.47	5.1	13.5
400.0	36	0.194	1.37	9.8	12.2
400.1	34	0.28	0.3	7.4	17.6
400.2	25	0.105	0.15	6.8	16.1
400.3	20	0.257	0.09	7.9	12.1
400.4	26	0.151	1.0	6.6	15.9
400.5	34	0.399	0.25	5.3	10.8
400.6	40	0.116	1.05	9.6	19.2
400.7	27	0.368	1.02	7.2	18.2
400.8	16	0.169	0.92	5.8	16.6
400.9	14	0.368	0.18	9.8	19.5
401.0	10	0.313	0.22	5.4	14.3
401.1	20	0.306	0.88	7.1	17.7
401.2	40	0.273	0.36	9.4	18.5
401.3	33	0.35	0.16	9.8	17.3
401.4	30	0.287	1.26	9.6	15.1
401.5	25	0.242	0.39	6.6	18.9
401.6	17	0.12	0.5	6.7	14.5
401.7	36	0.23	1.27	6.8	16.2
401.8	27	0.113	1.36	5.9	16.6
401.9	26	0.324	0.42	6.9	18.9
402.0	17	0.215	0.69	7.3	12.5
402.1	16	0.399	1.38	9.5	15.2
402.2	23	0.155	1.06	9.7	12.2
402.3	40	0.214	0.86	8.4	15.9
402.4	37	0.213	1.38	6.1	19.1
402.5	40	0.284	0.19	6.7	11.3
402.6	36	0.249	0.54	5.4	18.2
402.7	38	0.381	0.99	7.6	16.3
402.8	28	0.159	0.9	8.9	17.4
402.9	36	0.225	0.88	7.8	18.5
403.0	37	0.225	0.86	6.9	13.7
403.1	17	0.282	0.94	6.9	19.6
403.2	32	0.309	0.3	8.7	10.4
403.3	22	0.254	0.18	9.9	18.9
403.4	30	0.245	0.42	8.6	15.0
403.5	14	0.328	0.77	6.5	12.4
403.6	34	0.117	1.42	5.1	16.7
403.7	14	0.145	1.05	8.2	17.9
403.8	11	0.32	0.59	6.6	16.7
403.9	19	0.135	1.17	6.6	19.1
404.0	35	0.33	0.09	7.7	16.4
404.1	19	0.244	0.46	6.0	12.3
404.2	12	0.125	1.45	7.8	13.1
404.3	26	0.198	0.22	9.9	11.2
404.4	15	0.13	0.96	8.0	14.8
404.5	37	0.345	0.06	9.5	16.5
404.6	39	0.345	0.85	5.1	19.0
404.7	38	0.344	0.76	6.4	17.2
404.8	13	0.372	1.0	5.0	19.1
404.9	24	0.355	1.17	9.4	10.2
405.0	37	0.293	0.7	5.4	14.8
405.1	31	0.343	0.34	6.4	14.8
405.2	32	0.112	1.5	8.1	18.8
405.3	23	0.359	1.23	9.8	10.4
405.4	28	0.144	1.3	9.0	13.5
405.5	15	0.318	0.78	5.0	13.2
405.6	39	0.1	0.73	9.7	16.4
405.7	16	0.197	1.04	8.5	11.7
405.8	16	0.13	1.21	5.5	16.3
405.9	25	0.201	0.14	6.3	11.8
406.0	32	0.317	1.47	9.6	17.3
406.1	14	0.136	0.67	5.3	19.4
406.2	23	0.372	0.69	5.4	12.7
406.3	24	0.215	0.95	6.5	19.9
406.4	37	0.23	1.13	6.3	17.8
406.5	21	0.292	0.14	5.5	16.4
406.6	30	0.131	1.25	9.9	11.2
406.7	11	0.333	0.76	5.6	12.5
406.8	17	0.116	0.98	8.0	11.3
406.9	13	0.264	0.36	8.6	18.2
407.0	14	0.158	0.73	8.7	13.2
407.1	22	0.249	1.45	7.7	19.3
407.2	27	0.341	0.33	7.9	14.3
407.3	31	0.367	1.03	8.8	17.9
407.4	28	0.288	1.09	7.7	11.1
407.5	24	0.174	0.07	5.2	13.0
407.6	25	0.218	1.05	7.6	15.1
407.7	27	0.175	1.2	6.2	12.2
407.8	35	0.253	0.69	6.3	18.3
407.9	38	0.374	0.68	8.4	14.8
408.0	32	0.168	1.32	8.6	10.6
408.1	12	0.389	0.22	7.8	14.4
408.2	21	0.121	0.24	8.7	14.6
408.3	22	0.367	0.59	7.6	12.1
408.4	14	0.384	1.46	5.9	14.3
408.5	30	0.159	1.05	8.3	17.8
408.6	19	0.273	1.38	10.0	11.2
408.7	11	0.277	1.35	5.1	14.7
408.8	39	0.139	0.25	9.0	20.0
408.9	13	0.283	0.78	7.9	18.4
409.0	29	0.304	0.22	7.9	19.0
409.1	29	0.145	1.26	9.6	18.0
409.2	18	0.341	0.31	8.2	16.6
409.3	17	0.126	1.16	8.3	14.7
409.4	13	0.308	1.41	5.9	13.1
409.5	39	0.197	0.59	6.3	11.1
409.6	31	0.394	0.27	9.4	13.2
409.7	23	0.153	0.15	8.5	10.6
409.8	32	0.219	1.05	5.9	16.3
409.9	12	0.355	0.49	7.6	15.5
410.0	27	0.16	0.27	9.2	12.3
410.1	15	0.128	1.08	5.4	14.5
410.2	32	0.356	0.85	5.2	12.1
410.3	20	0.167	1.05	5.1	17.4
410.4	14	0.149	0.26	5.7	17.9
410.5	19	0.124	0.34	5.0	15.4
410.6	34	0.357	1.09	7.9	16.1
410.7	39	0.195	1.12	9.9	16.8
410.8	22	0.191	0.73	6.7	19.3
410.9	22	0.107	1.28	8.8	11.6
411.0	17	0.154	0.07	9.8	17.8
411.1	18	0.378	0.07	8.4	14.7
411.2	26	0.189	1.44	6.0	10.2
411.3	11	0.278	0.9	7.2	16.0
411.4	22	0.193	0.67	7.3	11.5
411.5	11	0.228	0.82	9.4	12.9
411.6	24	0.126	0.69	9.7	11.2
411.7	22	0.23	0.62	5.9	19.6
411.8	30	0.333	0.89	8.4	17.2
411.9	35	0.227	1.47	5.4	12.6
412.0	26	0.146	0.39	7.3	14.0
412.1	13	0.191	0.66	8.1	15.2
412.2	27	0.383	0.8	9.3	12.3
412.3	26	0.101	0.49	5.6	11.8
412.4	29	0.105	0.09	5.8	10.3
412.5	12	0.373	1.49	5.5	11.4
412.6	29	0.243	0.7	5.6	13.6
412.7	37	0.367	1.04	10.0	18.1
412.8	22	0.181	1.23	10.0	10.7
412.9	36	0.149	0.05	5.5	15.5
413.0	11	0.222	0.84	7.0	18.7
413.1	39	0.263	0.54	9.1	10.4
413.2	34	0.366	1.09	8.0	15.7
413.3	19	0.296	1.5	9.9	17.9
413.4	25	0.395	0.11	5.9	19.3
413.5	30	0.175	0.75	7.0	10.9
413.6	34	0.248	1.19	8.8	11.1
413.7	37	0.322	1.37	9.6	12.9
413.8	19	0.143	0.76	6.5	18.2
413.9	33	0.144	1.03	6.4	16.5
414.0	34	0.205	1.07	9.4	20.0
414.1	14	0.341	0.43	6.0	15.4
414.2	34	0.137	0.29	9.5	13.5
414.3	23	0.148	0.58	9.3	12.6
414.4	10	0.319	0.6	5.0	17.7
414.5	28	0.17	1.39	7.8	12.7
414.6	26	0.208	0.45	8.3	15.7
414.7	26	0.286	1.04	7.2	18.0
414.8	12	0.131	0.94	7.8	13.4
414.9	28	0.392	0.37	6.1	11.3
415.0	40	0.136	1.48	8.6	18.7
415.1	40	0.175	0.28	9.5	19.5
415.2	23	0.236	0.08	7.2	13.3
415.3	27	0.387	0.91	7.5	14.7
415.4	21	0.207	0.52	9.7	18.7
415.5	37	0.301	1.47	5.9	10.9
415.6	10	0.374	0.04	8.5	14.2
415.7	33	0.221	0.1	5.7	19.8
415.8	26	0.311	0.37	5.8	13.0
415.9	18	0.368	0.46	9.9	11.2
416.0	32	0.221	0.74	5.7	12.2
416.1	27	0.242	0.83	7.7	18.5
416.2	28	0.375	0.68	7.1	10.4
416.3	31	0.314	0.78	8.9	19.5
416.4	32	0.214	1.41	9.0	13.8
416.5	29	0.175	0.18	6.8	17.7
416.6	33	0.295	1.49	7.2	14.6
416.7	12	0.308	0.63	9.6	16.5
416.8	31	0.169	1.19	6.0	15.4
416.9	10	0.366	1.43	8.6	16.1
417.0	15	0.214	0.72	8.5	10.7
417.1	33	0.303	0.15	5.5	14.2
417.2	14	0.362	0.17	5.9	12.3
417.3	30	0.362	0.84	5.7	11.5
417.4	20	0.156	0.33	5.4	14.8
417.5	22	0.33	0.48	9.7	18.3
417.6	36	0.166	1.4	8.1	13.2
417.7	19	0.377	0.78	6.3	15.3
417.8	22	0.226	0.61	8.1	17.5
417.9	27	0.156	0.15	5.0	19.3
418.0	32	0.336	1.32	5.5	10.1
418.1	18	0.396	1.42	9.1	14.0
418.2	16	0.261	0.64	5.2	19.6
418.3	31	0.107	1.49	5.5	17.1
418.4	28	0.278	0.68	8.0	10.4
418.5	36	0.272	0.52	8.1	17.7
418.6	11	0.301	0.04	8.5	11.8
418.7	16	0.149	1.24	9.9	12.4
418.8	10	0.273	1.05	5.8	12.2
418.9	28	0.238	0.36	9.4	10.1
419.0	18	0.253	1.3	7.3	16.2
419.1	22	0.303	0.86	9.9	16.9
419.2	25	0.148	0.97	9.4	18.0
419.3	36	0.292	0.31	8.2	13.7
419.4	32	0.185	0.37	5.1	10.0
419.5	15	0.151	0.48	9.5	17.0
419.6	27	0.207	0.63	7.9	17.0
419.7	13	0.309	1.24	10.0	10.7
419.8	36	0.314	1.16	9.4	17.7
419.9	38	0.302	0.9	9.2	11.5
420.0	28	0.288	0.93	7.9	14.4
420.1	28	0.298	1.24	9.5	17.3
420.2	39	0.219	1.15	5.4	16.7
420.3	36	0.37	0.0	5.7	19.2
420.4	17	0.351	1.31	5.0	15.0
420.5	24	0.151	0.51	6.7	12.4
420.6	36	0.267	0.67	6.9	16.8
420.7	27	0.374	0.96	6.8	18.6
420.8	22	0.291	0.02	5.6	18.4
420.9	13	0.178	1.1	10.0	18.4
421.0	34	0.189	1.2	9.9	15.8
421.1	33	0.206	0.94	6.0	13.2
421.2	15	0.295	0.17	9.0	10.1
421.3	28	0.242	0.17	7.2	15.4
421.4	16	0.331	0.25	5.1	18.2
421.5	10	0.125	0.76	8.9	13.7
421.6	30	0.254	0.83	8.2	17.2
421.7	22	0.327	1.04	9.8	14.3
421.8	35	0.303	0.0	5.5	14.0
421.9	21	0.241	1.0	8.2	13.7
422.0	27	0.303	0.32	5.3	19.5
422.1	12	0.206	1.41	7.0	13.5
422.2	25	0.343	0.87	7.0	11.1
422.3	33	0.378	0.44	5.7	13.4
422.4	36	0.123	1.46	5.7	13.3
422.5	16	0.193	1.21	9.5	14.5
422.6	27	0.376	0.14	6.2	18.9
422.7	27	0.338	0.65	6.9	10.1
422.8	27	0.217	0.27	6.6	15.9
422.9	18	0.365	0.12	7.5	19.4
423.0	23	0.169	0.84	9.8	13.7
423.1	39	0.388	0.99	5.2	19.2
423.2	35	0.183	1.12	9.0	13.8
423.3	29	0.339	0.79	8.3	17.2
423.4	26	0.369	1.34	9.3	18.8
423.5	17	0.131	0.64	7.4	11.3
423.6	19	0.25	0.82	5.9	10.1
423.7	24	0.155	1.44	8.6	10.7
423.8	25	0.289	1.47	7.1	19.4
423.9	19	0.274	0.26	8.4	18.2
424.0	11	0.361	0.94	5.9	20.0
424.1	36	0.184	0.89	8.6	17.5
424.2	20	0.129	1.1	5.7	12.6
424.3	37	0.158	0.7	8.8	18.4
424.4	20	0.168	1.18	8.8	14.1
424.5	31	0.384	0.07	6.4	17.9
424.6	27	0.333	1.5	9.5	10.6
424.7	12	0.162	0.02	5.0	15.8
424.8	22	0.204	0.96	8.4	17.4
424.9	33	0.333	0.35	7.8	12.1
425.0	25	0.146	0.04	8.0	10.9
425.1	16	0.122	0.63	7.1	11.1
425.2	32	0.181	0.84	6.8	14.0
425.3	13	0.276	1.5	7.2	17.2
425.4	31	0.114	1.13	6.5	20.0
425.5	38	0.137	1.12	8.5	16.7
425.6	35	0.169	0.11	8.1	14.6
425.7	30	0.179	0.64	9.9	12.0
425.8	34	0.224	1.35	5.4	10.9
425.9	20	0.355	0.45	6.8	12.6
426.0	23	0.25	1.04	8.0	18.1
426.1	13	0.106	1.45	7.3	18.7
426.2	29	0.369	1.33	9.5	18.2
426.3	36	0.216	0.55	9.8	18.3
426.4	14	0.124	1.17	5.0	11.6
426.5	35	0.355	1.21	6.0	11.5
426.6	36	0.304	0.26	8.3	18.5
426.7	25	0.279	1.22	7.0	13.0
426.8	14	0.344	0.97	8.6	18.9
426.9	21	0.38	0.32	6.9	15.8
427.0	34	0.388	1.21	9.4	19.8
427.1	23	0.209	1.07	8.6	19.3
427.2	11	0.133	0.9	8.8	17.9
427.3	37	0.2	0.05	9.1	15.5
427.4	20	0.233	0.62	6.5	10.7
427.5	18	0.136	0.4	5.4	17.9
427.6	12	0.306	0.21	5.9	18.4
427.7	32	0.1	0.01	7.0	10.1
427.8	11	0.271	1.41	6.8	18.3
427.9	12	0.286	0.36	8.9	11.6
428.0	25	0.213	0.44	9.5	11.8
428.1	29	0.353	1.48	8.1	16.4
428.2	10	0.29	0.46	6.1	14.1
428.3	31	0.317	0.95	7.9	11.4
428.4	28	0.299	0.49	9.2	17.5
428.5	19	0.102	0.31	6.3	11.4
428.6	10	0.139	0.39	6.7	16.6
428.7	10	0.16	0.26	6.6	13.3
428.8	13	0.113	0.46	9.1	11.2
428.9	38	0.27	1.38	6.4	11.0
429.0	34	0.163	1.33	9.4	17.2
429.1	19	0.188	0.57	8.6	19.2
429.2	16	0.361	1.45	5.8	11.5
429.3	20	0.246	0.68	7.7	14.3
429.4	25	0.202	1.31	9.7	10.9
429.5	16	0.211	0.04	9.1	10.5
429.6	25	0.199	0.95	8.0	12.9
429.7	28	0.378	1.34	5.5	14.7
429.8	31	0.388	0.73	5.2	13.0
429.9	35	0.201	0.11	9.5	18.5
430.0	38	0.148	1.48	7.6	19.3
430.1	18	0.365	1.49	6.5	17.2
430.2	11	0.399	0.89	6.4	19.6
430.3	37	0.227	1.3	9.5	19.6
430.4	15	0.312	0.24	7.5	15.0
430.5	27	0.184	1.49	7.6	13.3
430.6	35	0.304	0.75	7.8	14.0
430.7	31	0.378	0.24	6.5	17.2
430.8	22	0.144	0.93	5.2	13.5
430.9	18	0.306	1.16	9.9	14.9
431.0	33	0.222	1.04	5.0	17.4
431.1	36	0.128	0.5	9.3	16.6
431.2	36	0.349	0.86	9.1	11.1
431.3	22	0.241	0.88	8.5	11.5
431.4	18	0.24	1.33	7.6	19.1
431.5	20	0.139	0.01	9.0	17.2
431.6	38	0.271	0.89	6.9	10.7
431.7	11	0.156	0.91	7.0	10.6
431.8	18	0.191	0.12	9.5	13.4
431.9	13	0.212	0.14	5.3	18.3
432.0	38	0.145	0.37	8.4	19.6
432.1	35	0.19	0.98	7.1	16.0
432.2	36	0.364	1.05	7.4	14.0
432.3	32	0.133	1.25	5.0	14.1
432.4	18	0.18	0.53	6.5	17.5
432.5	40	0.17	1.04	7.2	11.2
432.6	37	0.26	0.14	9.9	10.5
432.7	18	0.329	1.3	7.8	13.7
432.8	27	0.39	0.04	9.4	16.7
432.9	24	0.252	0.69	6.3	13.4
433.0	19	0.278	1.12	9.5	18.4
433.1	36	0.234	1.2	6.0	15.8
433.2	33	0.196	1.26	5.5	16.5
433.3	10	0.277	0.09	7.1	16.7
433.4	33	0.17	1.42	8.1	17.4
433.5	12	0.377	0.72	6.9	10.5
433.6	14	0.338	0.04	7.2	16.7
433.7	18	0.357	1.01	8.1	12.8
433.8	20	0.311	0.23	6.5	13.9
433.9	40	0.396	0.08	6.5	19.1
434.0	35	0.121	1.38	6.2	13.9
434.1	11	0.265	0.44	8.4	19.0
434.2	26	0.37	0.87	7.2	18.0
434.3	27	0.242	0.61	9.7	19.5
434.4	31	0.105	1.04	6.6	10.2
434.5	13	0.263	0.96	6.8	16.1
434.6	19	0.111	0.13	6.2	14.0
434.7	31	0.179	0.35	7.1	18.6
434.8	19	0.165	0.56	8.1	13.8
434.9	26	0.38	0.72	5.4	10.8
435.0	38	0.366	1.15	7.5	13.9
435.1	32	0.384	1.27	6.2	15.8
435.2	25	0.386	1.02	5.2	19.3
435.3	10	0.16	0.35	8.0	14.5
435.4	22	0.322	0.32	6.7	17.6
435.5	12	0.201	1.39	6.4	13.9
435.6	14	0.178	1.46	9.7	18.9
435.7	38	0.177	0.69	7.5	19.1
435.8	11	0.246	0.92	6.6	19.6
435.9	28	0.261	0.2	7.1	19.9
436.0	35	0.134	1.38	5.1	12.7
436.1	20	0.107	0.03	6.8	13.3
436.2	31	0.12	0.69	7.9	11.9
436.3	19	0.118	1.1	8.0	11.0
436.4	30	0.277	0.75	6.5	15.6
436.5	32	0.205	1.34	6.2	13.4
436.6	18	0.256	0.56	9.9	11.2
436.7	31	0.336	0.81	8.8	10.1
436.8	22	0.21	1.37	9.5	15.1
436.9	37	0.396	0.59	5.9	11.7
437.0	16	0.271	0.82	9.1	18.0
437.1	16	0.301	0.95	7.2	14.2
437.2	15	0.11	1.0	9.4	11.3
437.3	24	0.202	0.85	6.6	18.0
437.4	14	0.112	0.69	6.7	15.0
437.5	25	0.272	0.38	9.7	18.4
437.6	28	0.384	1.22	9.5	15.6
437.7	10	0.247	0.96	6.1	19.8
437.8	14	0.318	0.01	8.4	13.3
437.9	36	0.27	1.47	9.5	14.2
438.0	17	0.367	0.1	9.4	19.0
438.1	29	0.333	0.77	7.6	15.3
438.2	10	0.352	1.24	6.8	19.1
438.3	10	0.12	0.31	9.3	18.4
438.4	29	0.301	0.02	5.6	16.2
438.5	11	0.241	0.17	6.7	17.3
438.6	38	0.213	0.49	6.9	17.0
438.7	14	0.159	0.35	5.6	17.9
438.8	25	0.193	0.38	9.3	10.7
438.9	27	0.128	1.41	8.3	13.2
439.0	13	0.226	1.47	8.4	16.6
439.1	29	0.216	1.16	6.3	10.4
439.2	13	0.307	1.42	8.2	16.5
439.3	13	0.208	0.19	6.8	19.7
439.4	12	0.114	0.06	5.0	15.9
439.5	32	0.246	1.31	7.1	18.5
439.6	34	0.193	0.36	7.5	16.7
439.7	23	0.269	0.84	9.9	13.6
439.8	16	0.243	1.01	5.3	12.7
439.9	19	0.193	0.23	9.7	13.8
440.0	14	0.136	0.13	7.5	11.6
440.1	37	0.148	1.37	9.0	18.8
440.2	40	0.204	1.29	9.7	15.5
440.3	39	0.107	1.22	5.6	14.3
440.4	14	0.149	0.2	7.4	11.7
440.5	17	0.117	1.15	5.1	19.8
440.6	22	0.2	0.29	9.3	10.5
440.7	40	0.374	1.28	8.4	11.6
440.8	21	0.15	1.08	9.2	11.0
440.9	24	0.104	1.02	6.8	19.6
441.0	16	0.314	1.45	9.1	19.0
441.1	11	0.356	1.37	5.7	17.0
441.2	17	0.328	1.08	5.0	14.9
441.3	37	0.238	0.87	7.5	18.4
441.4	33	0.319	0.32	5.5	18.0
441.5	22	0.24	0.78	8.4	13.1
441.6	15	0.204	0.24	9.7	17.2
441.7	37	0.328	1.25	7.5	15.6
441.8	12	0.251	1.3	5.1	17.8
441.9	18	0.103	1.22	8.0	10.6
442.0	29	0.32	0.0	6.8	13.4
442.1	23	0.102	0.65	5.4	19.4
442.2	24	0.345	0.22	5.2	10.3
442.3	35	0.248	0.9	8.6	17.6
442.4	25	0.31	0.01	6.8	14.4
442.5	19	0.232	0.81	10.0	19.7
442.6	22	0.187	0.35	8.9	11.0
442.7	40	0.27	1.42	9.2	14.9
442.8	29	0.26	1.06	8.9	12.6
